"site","summary.statistic","n_year","flow_metric","current_value","reference_value","deltaH","notes"
"SMC02568","max",2,"Peak_Tim_10",181,181,0,"Wet, 1998"
"SMC02568","mean",2,"Peak_Tim_10",NA,NA,0,NA
"SMC02568","min",4,"Peak_Tim_5",142,175,-33,"Wet, 1998"
"SMC02568","median",4,"Peak_Tim_5",NA,NA,-10,NA
"SMC02568","max",4,"Peak_Tim_5",0,0,0,"Wet, 2011"
"SMC02568","mean",4,"Peak_Tim_5",NA,NA,-13.25,NA
"SMC02568",NA,23,"Peak_10",529.07306666,528.29830666,0.77,NA
"SMC02568","min",1,"Peak_2",5,5,0,"NA, NA"
"SMC02568","median",1,"Peak_2",NA,NA,0,NA
"SMC02568","max",1,"Peak_2",5,5,0,"NA, NA"
"SMC02568","mean",1,"Peak_2",NA,NA,0,NA
"SMC02568",NA,23,"Peak_5",5.81295,5.8149832,0,NA
"SMC02591","min",8,"DS_Dur_WS",85,85,0,"Moderate, 1994"
"SMC02591","median",8,"DS_Dur_WS",255,255,0,"Wet, 1992"
"SMC02591","max",8,"DS_Dur_WS",362,362,0,"Wet, 2005"
"SMC02591","mean",8,"DS_Dur_WS",NA,NA,0,NA
"SMC02591","min",8,"DS_Mag_50",0.4663125,0.4663125,0,"Moderate, 2000"
"SMC02591","median",8,"DS_Mag_50",1.304833333,1.304833333,0,"Moderate, 1996"
"SMC02591","max",8,"DS_Mag_50",5.8043541665,5.8045625,0,"Wet, 2005"
"SMC02591","mean",8,"DS_Mag_50",NA,NA,0,NA
"SMC02591","min",8,"DS_Mag_90",0.598016667,0.59802918,0,"Dry, 2007"
"SMC02591","median",8,"DS_Mag_90",1.531483333,1.531566667,0,"Moderate, 1994"
"SMC02591","max",8,"DS_Mag_90",9.5228625,9.5232333,0,"Wet, 2005"
"SMC02591","mean",8,"DS_Mag_90",NA,NA,0,NA
"SMC02591","min",19,"DS_Tim",142,142,0,"Moderate, 1997"
"SMC02591","median",19,"DS_Tim",202,202,0,"Wet, 1993"
"SMC02591","max",19,"DS_Tim",391,391,0,"Dry, 2012"
"SMC02591","mean",19,"DS_Tim",NA,NA,0,NA
"SMC02591","min",12,"Peak_Dur_2",1,1,0,"Moderate, 2000"
"SMC02591","median",12,"Peak_Dur_2",18,18,0,"Moderate, 1991"
"SMC02591","max",12,"Peak_Dur_2",102,102,0,"Wet, 2005"
"SMC02591","mean",12,"Peak_Dur_2",NA,NA,0,NA
"SMC02591","min",12,"Peak_Fre_2",1,1,0,"Moderate, 1991"
"SMC02591","median",12,"Peak_Fre_2",1,1,0,"Wet, 2008"
"SMC02591","max",12,"Peak_Fre_2",4,4,0,"Wet, 1998"
"SMC02591","mean",12,"Peak_Fre_2",NA,NA,0,NA
"SMC02591","min",12,"Peak_Tim_2",94,94,0,"Wet, 2011"
"SMC02591","median",12,"Peak_Tim_2",130,130,0,"Wet, 1993"
"SMC02591","max",12,"Peak_Tim_2",202.5,202.5,0,"Wet, 1998"
"SMC02591","mean",12,"Peak_Tim_2",NA,NA,0,NA
"SMC02591","min",12,"SP_Dur",20,20,0,"Wet, 1992"
"SMC02591","median",12,"SP_Dur",22,22,0,"Wet, 2011"
"SMC02591","max",12,"SP_Dur",72,72,0,"Wet, 1998"
"SMC02591","mean",12,"SP_Dur",NA,NA,0,NA
"SMC02591","min",19,"SP_Mag",153.5565417,153.5623,-0.01,"Wet, 2008"
"SMC02591","median",19,"SP_Mag",9.445916667,9.446333,0,"Moderate, 2000"
"SMC02591","max",19,"SP_Mag",128.69825,128.703,0,"Wet, 2001"
"SMC02591","mean",19,"SP_Mag",NA,NA,-0.00105263157894737,NA
"SMC02591","min",12,"SP_ROC",0.00344474939447754,0.00344461034190454,0,"Wet, 1998"
"SMC02591","median",12,"SP_ROC",0.0640951860234169,0.0641135384408815,0,"Wet, 1992"
"SMC02591","max",12,"SP_ROC",0.128709836363621,0.128706166621221,0,"Moderate, 1991"
"SMC02591","mean",12,"SP_ROC",NA,NA,0,NA
"SMC02591","min",19,"SP_Tim",0,0,0,"Moderate, 1994"
"SMC02591","median",19,"SP_Tim",148,148,0,"Wet, 2005"
"SMC02591","max",19,"SP_Tim",229,229,0,"Wet, 1998"
"SMC02591","mean",19,"SP_Tim",NA,NA,0,NA
"SMC02591","min",11,"Wet_BFL_Dur",108,110,-2,"Wet, 2011"
"SMC02591","median",11,"Wet_BFL_Dur",25,25,0,"Wet, 2008"
"SMC02591","max",11,"Wet_BFL_Dur",118,118,0,"Wet, 1998"
"SMC02591","mean",11,"Wet_BFL_Dur",NA,NA,-0.181818181818182,NA
"SMC02591","min",11,"Wet_BFL_Mag_10",0,0,0,"Moderate, 1991"
"SMC02591","median",11,"Wet_BFL_Mag_10",0.8609,0.8609583331,0,"Wet, 1992"
"SMC02591","max",11,"Wet_BFL_Mag_10",0.3842583331,0.1,0.28,"Wet, 2011"
"SMC02591","mean",11,"Wet_BFL_Mag_10",NA,NA,0.0254545454545455,NA
"SMC02591","min",11,"Wet_BFL_Mag_50",0,0,0,"Moderate, 1991"
"SMC02591","median",11,"Wet_BFL_Mag_50",3.0675833335,3.0677085,0,"Wet, 2006"
"SMC02591","max",11,"Wet_BFL_Mag_50",20.71258333,20.713375,0,"Wet, 1993"
"SMC02591","mean",11,"Wet_BFL_Mag_50",NA,NA,0,NA
"SMC02591","min",11,"Wet_Tim",79,79,0,"Wet, 2005"
"SMC02591","median",11,"Wet_Tim",98,98,0,"Wet, 2008"
"SMC02591","max",11,"Wet_Tim",71,69,2,"Wet, 2011"
"SMC02591","mean",11,"Wet_Tim",NA,NA,0.181818181818182,NA
"SMC02591","min",5,"Peak_Dur_5",1,1,0,"Wet, 2001"
"SMC02591","median",5,"Peak_Dur_5",3,3,0,"Wet, 1993"
"SMC02591","max",5,"Peak_Dur_5",8,8,0,"Wet, 2005"
"SMC02591","mean",5,"Peak_Dur_5",NA,NA,0,NA
"SMC02591","min",5,"Peak_Fre_5",1,1,0,"Wet, 2001"
"SMC02591","median",5,"Peak_Fre_5",2,2,0,"Wet, 1993"
"SMC02591","max",5,"Peak_Fre_5",3,3,0,"Wet, 1995"
"SMC02591","mean",5,"Peak_Fre_5",NA,NA,0,NA
"SMC02591","min",5,"Peak_Tim_5",107.5,107.5,0,"Wet, 1993"
"SMC02591","median",5,"Peak_Tim_5",115,115,0,"Wet, 1995"
"SMC02591","max",5,"Peak_Tim_5",156,156,0,"Wet, 2001"
"SMC02591","mean",5,"Peak_Tim_5",NA,NA,0,NA
"SMC02591","min",3,"Peak_Dur_10",1,1,0,"Wet, 1995"
"SMC02591","median",3,"Peak_Dur_10",1,1,0,"Wet, 1998"
"SMC02591","max",3,"Peak_Dur_10",1,1,0,"Wet, 2005"
"SMC02591","mean",3,"Peak_Dur_10",NA,NA,0,NA
"SMC02591","min",3,"Peak_Fre_10",1,1,0,"Wet, 1995"
"SMC02591","median",3,"Peak_Fre_10",1,1,0,"Wet, 1998"
"SMC02591","max",3,"Peak_Fre_10",1,1,0,"Wet, 2005"
"SMC02591","mean",3,"Peak_Fre_10",NA,NA,0,NA
"SMC02591","min",3,"Peak_Tim_10",101,101,0,"Wet, 1995"
"SMC02591","median",3,"Peak_Tim_10",101,101,0,"Wet, 2005"
"SMC02591","max",3,"Peak_Tim_10",145,145,0,"Wet, 1998"
"SMC02591","mean",3,"Peak_Tim_10",NA,NA,0,NA
"SMC02591",NA,23,"Peak_10",304.7859583,304.79734166,-0.01,NA
"SMC02591","min",1,"Peak_2",9.445916667,9.446333,0,"NA, NA"
"SMC02591","median",1,"Peak_2",NA,NA,0,NA
"SMC02591","max",1,"Peak_2",9.445916667,9.446333,0,"NA, NA"
"SMC02591","mean",1,"Peak_2",NA,NA,0,NA
"SMC02591",NA,23,"Peak_5",157.43386668,157.43962,-0.01,NA
"SMC02622","min",10,"DS_Dur_WS",91,287,-196,"Moderate, 1996"
"SMC02622","median",10,"DS_Dur_WS",NA,NA,-66.5,NA
"SMC02622","max",10,"DS_Dur_WS",322,123,199,"Dry, 2002"
"SMC02622","mean",10,"DS_Dur_WS",NA,NA,-43.2,NA
"SMC02622","min",10,"DS_Mag_50",76.26775,116.3668333,-40.1,"Wet, 1995"
"SMC02622","median",10,"DS_Mag_50",NA,NA,-5.855,NA
"SMC02622","max",10,"DS_Mag_50",1.8816666665,1.585792,0.3,"Dry, 2002"
"SMC02622","mean",10,"DS_Mag_50",NA,NA,-10.217,NA
"SMC02622","min",10,"DS_Mag_90",90.6951875,167.00544166,-76.31,"Wet, 1995"
"SMC02622","median",10,"DS_Mag_90",NA,NA,-10.55,NA
"SMC02622","max",10,"DS_Mag_90",18.417299998,16.224169,2.19,"Dry, 2007"
"SMC02622","mean",10,"DS_Mag_90",NA,NA,-17.714,NA
"SMC02622","min",18,"DS_Tim",107,402,-295,"Dry, 2002"
"SMC02622","median",18,"DS_Tim",NA,NA,10,NA
"SMC02622","max",18,"DS_Tim",315,179,136,"Wet, 1995"
"SMC02622","mean",18,"DS_Tim",NA,NA,-35.9444444444444,NA
"SMC02622","min",2,"Peak_Dur_10",1,1,0,"Wet, 1995"
"SMC02622","median",2,"Peak_Dur_10",1,1,0,"Wet, 1995"
"SMC02622","max",2,"Peak_Dur_10",1,1,0,"Wet, 2005"
"SMC02622","mean",2,"Peak_Dur_10",NA,NA,0,NA
"SMC02622","min",10,"Peak_Dur_2",12,21,-9,"Wet, 1998"
"SMC02622","median",10,"Peak_Dur_2",14,18,-4,"Wet, 1995"
"SMC02622","max",10,"Peak_Dur_2",3,2,1,"Wet, 2003"
"SMC02622","mean",10,"Peak_Dur_2",NA,NA,-1.6,NA
"SMC02622","min",4,"Peak_Dur_5",1,4,-3,"Wet, 1998"
"SMC02622","median",4,"Peak_Dur_5",NA,NA,-1.5,NA
"SMC02622","max",4,"Peak_Dur_5",2,2,0,"Wet, 2005"
"SMC02622","mean",4,"Peak_Dur_5",NA,NA,-1.5,NA
"SMC02622","min",2,"Peak_Fre_10",1,1,0,"Wet, 1995"
"SMC02622","median",2,"Peak_Fre_10",1,1,0,"Wet, 1995"
"SMC02622","max",2,"Peak_Fre_10",1,1,0,"Wet, 2005"
"SMC02622","mean",2,"Peak_Fre_10",NA,NA,0,NA
"SMC02622","min",10,"Peak_Fre_2",1,2,-1,"Wet, 2011"
"SMC02622","median",10,"Peak_Fre_2",1,1,0,"Wet, 2008"
"SMC02622","max",10,"Peak_Fre_2",7,5,2,"Wet, 2005"
"SMC02622","mean",10,"Peak_Fre_2",NA,NA,0.2,NA
"SMC02622","min",4,"Peak_Fre_5",1,3,-2,"Wet, 1998"
"SMC02622","median",4,"Peak_Fre_5",NA,NA,-0.5,NA
"SMC02622","max",4,"Peak_Fre_5",1,1,0,"Wet, 2010"
"SMC02622","mean",4,"Peak_Fre_5",NA,NA,-0.75,NA
"SMC02622","min",2,"Peak_Tim_10",96,99,-3,"Wet, 1995"
"SMC02622","median",2,"Peak_Tim_10",NA,NA,-1.5,NA
"SMC02622","max",2,"Peak_Tim_10",101,101,0,"Wet, 2005"
"SMC02622","mean",2,"Peak_Tim_10",NA,NA,-1.5,NA
"SMC02622","min",10,"Peak_Tim_2",52,117,-65,"Wet, 1997"
"SMC02622","median",10,"Peak_Tim_2",NA,NA,-3.25,NA
"SMC02622","max",10,"Peak_Tim_2",138,136,2,"Wet, 1995"
"SMC02622","mean",10,"Peak_Tim_2",NA,NA,-10.15,NA
"SMC02622","min",4,"Peak_Tim_5",97.5,99,-1.5,"Wet, 1995"
"SMC02622","median",4,"Peak_Tim_5",97.5,99,-1.5,"Wet, 1995"
"SMC02622","max",4,"Peak_Tim_5",146,137,9,"Wet, 1998"
"SMC02622","mean",4,"Peak_Tim_5",NA,NA,1.875,NA
"SMC02622","min",12,"SP_Dur",11,175,-164,"Moderate, 2000"
"SMC02622","median",12,"SP_Dur",NA,NA,8.5,NA
"SMC02622","max",12,"SP_Dur",149,13,136,"Wet, 1995"
"SMC02622","mean",12,"SP_Dur",NA,NA,28.0833333333333,NA
"SMC02622","min",19,"SP_Mag",1638.766792,4844.177,-3205.41,"Wet, 2011"
"SMC02622","median",19,"SP_Mag",NA,NA,942.06,NA
"SMC02622","max",19,"SP_Mag",3340.37475,528.5654,2811.81,"Dry, 2004"
"SMC02622","mean",19,"SP_Mag",NA,NA,773.577368421053,NA
"SMC02622","min",12,"SP_ROC",0.00283655480381899,0.102155345164565,-0.1,"Wet, 2008"
"SMC02622","median",12,"SP_ROC",NA,NA,-0.03,NA
"SMC02622","max",12,"SP_ROC",0.122697121652818,0.0229515984219862,0.1,"Dry, 2004"
"SMC02622","mean",12,"SP_ROC",NA,NA,-0.0266666666666667,NA
"SMC02622","min",19,"SP_Tim",153,158,-5,"Dry, 2004"
"SMC02622","median",19,"SP_Tim",NA,NA,40,NA
"SMC02622","max",19,"SP_Tim",249,0,249,"Dry, 1999"
"SMC02622","mean",19,"SP_Tim",NA,NA,77.7368421052632,NA
"SMC02622","min",11,"Wet_BFL_Dur",42,41,1,"Wet, 2010"
"SMC02622","median",11,"Wet_BFL_Dur",NA,NA,55,NA
"SMC02622","max",11,"Wet_BFL_Dur",156,48,108,"Wet, 2003"
"SMC02622","mean",11,"Wet_BFL_Dur",NA,NA,48.3636363636364,NA
"SMC02622","min",11,"Wet_BFL_Mag_10",54.688749998,72.560212501,-17.87,"Moderate, 1996"
"SMC02622","median",11,"Wet_BFL_Mag_10",NA,NA,-3.66,NA
"SMC02622","max",11,"Wet_BFL_Mag_10",0,0,0,"Wet, 1995"
"SMC02622","mean",11,"Wet_BFL_Mag_10",NA,NA,-5.66181818181818,NA
"SMC02622","min",11,"Wet_BFL_Mag_50",115.5626667,298.3888,-182.83,"Wet, 2005"
"SMC02622","median",11,"Wet_BFL_Mag_50",NA,NA,-4.48,NA
"SMC02622","max",11,"Wet_BFL_Mag_50",78.60620833,38.1355,40.47,"Wet, 2011"
"SMC02622","mean",11,"Wet_BFL_Mag_50",NA,NA,-25.3090909090909,NA
"SMC02622","min",11,"Wet_Tim",42,118,-76,"Moderate, 2009"
"SMC02622","median",11,"Wet_Tim",42,118,-76,"Moderate, 2009"
"SMC02622","max",11,"Wet_Tim",91,92,-1,"Wet, 2010"
"SMC02622","mean",11,"Wet_Tim",NA,NA,-33,NA
"SMC02622",NA,23,"Peak_10",16696.078584,13171.0579,3525.02,NA
"SMC02622","min",1,"Peak_2",3566.18775,1685.2865,1880.9,"NA, NA"
"SMC02622","median",1,"Peak_2",NA,NA,1880.9,NA
"SMC02622","max",1,"Peak_2",3566.18775,1685.2865,1880.9,"NA, NA"
"SMC02622","mean",1,"Peak_2",NA,NA,1880.9,NA
"SMC02622",NA,23,"Peak_5",10609.6617158,7449.749468,3159.91,NA
"SMC02712","min",23,"DS_Dur_WS",120,122,-2,"Moderate, 1997"
"SMC02712","median",23,"DS_Dur_WS",121,122,-1,"Dry, 1994"
"SMC02712","max",23,"DS_Dur_WS",113,67,46,"Moderate, 2001"
"SMC02712","mean",23,"DS_Dur_WS",NA,NA,5.65217391304348,NA
"SMC02712","min",23,"DS_Mag_50",1.1,1.1,0,"Moderate, 2008"
"SMC02712","median",23,"DS_Mag_50",2.960666667,2.960667,0,"Dry, 1999"
"SMC02712","max",23,"DS_Mag_50",1.828416667,1.739708,0.09,"Moderate, 2001"
"SMC02712","mean",23,"DS_Mag_50",NA,NA,0.00652173913043478,NA
"SMC02712","min",23,"DS_Mag_90",4.158,4.22799999999999,-0.07,"Wet, 2005"
"SMC02712","median",23,"DS_Mag_90",2.684108333,2.6812085,0,"Moderate, 2000"
"SMC02712","max",23,"DS_Mag_90",2.0077249998,1.8342752,0.17,"Moderate, 2001"
"SMC02712","mean",23,"DS_Mag_90",NA,NA,0.01,NA
"SMC02712","min",23,"DS_Tim",277,323,-46,"Moderate, 2001"
"SMC02712","median",23,"DS_Tim",NA,NA,-1,NA
"SMC02712","max",23,"DS_Tim",273,271,2,"Moderate, 1996"
"SMC02712","mean",23,"DS_Tim",NA,NA,-5.52173913043478,NA
"SMC02712","min",12,"Peak_Dur_2",1,1,0,"Moderate, 2001"
"SMC02712","median",12,"Peak_Dur_2",31,31,0,"Dry, 1994"
"SMC02712","max",12,"Peak_Dur_2",42,39,3,"Wet, 1993"
"SMC02712","mean",12,"Peak_Dur_2",NA,NA,0.5,NA
"SMC02712","min",8,"Peak_Dur_5",13,13,0,"Wet, 2005"
"SMC02712","median",8,"Peak_Dur_5",31,31,0,"Dry, 1994"
"SMC02712","max",8,"Peak_Dur_5",38,38,0,"Wet, 1993"
"SMC02712","mean",8,"Peak_Dur_5",NA,NA,0,NA
"SMC02712","min",12,"Peak_Fre_2",1,1,0,"Wet, 1991"
"SMC02712","median",12,"Peak_Fre_2",1,1,0,"Moderate, 1996"
"SMC02712","max",12,"Peak_Fre_2",3,2,1,"Wet, 1993"
"SMC02712","mean",12,"Peak_Fre_2",NA,NA,0.25,NA
"SMC02712","min",8,"Peak_Fre_5",1,1,0,"Wet, 1991"
"SMC02712","median",8,"Peak_Fre_5",1,1,0,"Wet, 1995"
"SMC02712","max",8,"Peak_Fre_5",2,2,0,"Wet, 2005"
"SMC02712","mean",8,"Peak_Fre_5",NA,NA,0,NA
"SMC02712","min",12,"Peak_Tim_2",143,152,-9,"Wet, 1992"
"SMC02712","median",12,"Peak_Tim_2",120.5,120.5,0,"Wet, 2005"
"SMC02712","max",12,"Peak_Tim_2",152,152,0,"Moderate, 2000"
"SMC02712","mean",12,"Peak_Tim_2",NA,NA,-1.58333333333333,NA
"SMC02712","min",8,"Peak_Tim_5",120.5,120.5,0,"Wet, 2005"
"SMC02712","median",8,"Peak_Tim_5",151,151,0,"Dry, 1994"
"SMC02712","max",8,"Peak_Tim_5",152,152,0,"Moderate, 1996"
"SMC02712","mean",8,"Peak_Tim_5",NA,NA,0,NA
"SMC02712","min",23,"SP_Dur",107,153,-46,"Moderate, 2001"
"SMC02712","median",23,"SP_Dur",107,153,-46,"Moderate, 2001"
"SMC02712","max",23,"SP_Dur",103,102,1,"Wet, 1998"
"SMC02712","mean",23,"SP_Dur",NA,NA,-6.34782608695652,NA
"SMC02712","min",23,"SP_Mag",45.6955,45.74404167,-0.05,"Wet, 1993"
"SMC02712","median",23,"SP_Mag",5.034583333,5.034583,0,"Dry, 2002"
"SMC02712","max",23,"SP_Mag",305.9782917,305.4802,0.5,"Wet, 2005"
"SMC02712","mean",23,"SP_Mag",NA,NA,0.0369565217391304,NA
"SMC02712","min",23,"SP_ROC",0.166666666666667,0.190476190476191,-0.02,"Wet, 1992"
"SMC02712","median",23,"SP_ROC",0.000300525065725762,0.000264302096016375,0,"Dry, 2007"
"SMC02712","max",23,"SP_ROC",0.360198108959928,0.351288056206089,0.01,"Dry, 2013"
"SMC02712","mean",23,"SP_ROC",NA,NA,-0.00260869565217391,NA
"SMC02712","min",23,"SP_Tim",147,147,0,"Wet, 2005"
"SMC02712","median",23,"SP_Tim",170,170,0,"Moderate, 2001"
"SMC02712","max",23,"SP_Tim",178,171,7,"Wet, 1992"
"SMC02712","mean",23,"SP_Tim",NA,NA,0.826086956521739,NA
"SMC02712","min",23,"Wet_BFL_Dur",60,60,0,"Wet, 2005"
"SMC02712","median",23,"Wet_BFL_Dur",146,146,0,"Dry, 2002"
"SMC02712","max",23,"Wet_BFL_Dur",149,143,6,"Wet, 1992"
"SMC02712","mean",23,"Wet_BFL_Dur",NA,NA,0.695652173913043,NA
"SMC02712","min",23,"Wet_BFL_Mag_10",4.3,4.6,-0.3,"Wet, 1993"
"SMC02712","median",23,"Wet_BFL_Mag_10",2.09025,2.090271,0,"Dry, 2002"
"SMC02712","max",23,"Wet_BFL_Mag_10",3.5,3.5,0,"Moderate, 1997"
"SMC02712","mean",23,"Wet_BFL_Mag_10",NA,NA,-0.0130434782608696,NA
"SMC02712","min",23,"Wet_BFL_Mag_50",2.6,2.6,0,"Moderate, 2009"
"SMC02712","median",23,"Wet_BFL_Mag_50",3.734270833,3.7342705,0,"Moderate, 2001"
"SMC02712","max",23,"Wet_BFL_Mag_50",3.394458333,3.1188125,0.28,"Wet, 2005"
"SMC02712","mean",23,"Wet_BFL_Mag_50",NA,NA,0.0178260869565217,NA
"SMC02712","min",23,"Wet_Tim",27,28,-1,"Wet, 1998"
"SMC02712","median",23,"Wet_Tim",20,20,0,"Moderate, 2003"
"SMC02712","max",23,"Wet_Tim",29,28,1,"Wet, 1992"
"SMC02712","mean",23,"Wet_Tim",NA,NA,0.130434782608696,NA
"SMC02712","min",3,"Peak_Dur_10",7,38,-31,"Wet, 1993"
"SMC02712","median",3,"Peak_Dur_10",NA,NA,-30,NA
"SMC02712","max",3,"Peak_Dur_10",12,13,-1,"Wet, 2005"
"SMC02712","mean",3,"Peak_Dur_10",NA,NA,-20.6666666666667,NA
"SMC02712","min",3,"Peak_Fre_10",1,2,-1,"Wet, 1993"
"SMC02712","median",3,"Peak_Fre_10",1,2,-1,"Wet, 1993"
"SMC02712","max",3,"Peak_Fre_10",2,2,0,"Wet, 2005"
"SMC02712","mean",3,"Peak_Fre_10",NA,NA,-0.333333333333333,NA
"SMC02712","min",3,"Peak_Tim_10",142,146.5,-4.5,"Wet, 1993"
"SMC02712","median",3,"Peak_Tim_10",142,146.5,-4.5,"Wet, 1993"
"SMC02712","max",3,"Peak_Tim_10",161,151,10,"Wet, 1995"
"SMC02712","mean",3,"Peak_Tim_10",NA,NA,1.83333333333333,NA
"SMC02712",NA,23,"Peak_10",7.5341249998,6.6,0.93,NA
"SMC02712","min",1,"Peak_2",5.666125,5.666125,0,"NA, NA"
"SMC02712","median",1,"Peak_2",NA,NA,0,NA
"SMC02712","max",1,"Peak_2",5.666125,5.666125,0,"NA, NA"
"SMC02712","mean",1,"Peak_2",NA,NA,0,NA
"SMC02712",NA,23,"Peak_5",6.6,6.6,0,NA
"SMC02884","min",8,"DS_Tim",159,360,-201,"Wet, 2008"
"SMC02884","median",8,"DS_Tim",NA,NA,-124,NA
"SMC02884","max",8,"DS_Tim",247,84,163,"Moderate, 2006"
"SMC02884","mean",8,"DS_Tim",NA,NA,-93.625,NA
"SMC02884","min",1,"Peak_Dur_10",2,214,-212,"Wet, 2005"
"SMC02884","median",1,"Peak_Dur_10",NA,NA,-212,NA
"SMC02884","max",1,"Peak_Dur_10",2,214,-212,"Wet, 2005"
"SMC02884","mean",1,"Peak_Dur_10",NA,NA,-212,NA
"SMC02884","min",5,"Peak_Dur_2",1,365,-364,"Dry, 2007"
"SMC02884","median",5,"Peak_Dur_2",NA,NA,-271,NA
"SMC02884","max",5,"Peak_Dur_2",1,36,-35,"Moderate, 2006"
"SMC02884","mean",5,"Peak_Dur_2",NA,NA,-256,NA
"SMC02884","min",1,"Peak_Dur_5",7,217,-210,"Wet, 2005"
"SMC02884","median",1,"Peak_Dur_5",NA,NA,-210,NA
"SMC02884","max",1,"Peak_Dur_5",7,217,-210,"Wet, 2005"
"SMC02884","mean",1,"Peak_Dur_5",NA,NA,-210,NA
"SMC02884","min",1,"Peak_Fre_10",2,1,1,"Wet, 2005"
"SMC02884","median",1,"Peak_Fre_10",NA,NA,1,NA
"SMC02884","max",1,"Peak_Fre_10",2,1,1,"Wet, 2005"
"SMC02884","mean",1,"Peak_Fre_10",NA,NA,1,NA
"SMC02884","min",5,"Peak_Fre_2",1,1,0,"Moderate, 2006"
"SMC02884","median",5,"Peak_Fre_2",1,1,0,"Dry, 2007"
"SMC02884","max",5,"Peak_Fre_2",6,1,5,"Wet, 2005"
"SMC02884","mean",5,"Peak_Fre_2",NA,NA,1.2,NA
"SMC02884","min",1,"Peak_Fre_5",4,1,3,"Wet, 2005"
"SMC02884","median",1,"Peak_Fre_5",NA,NA,3,NA
"SMC02884","max",1,"Peak_Fre_5",4,1,3,"Wet, 2005"
"SMC02884","mean",1,"Peak_Fre_5",NA,NA,3,NA
"SMC02884","min",1,"Peak_Tim_10",121,100,21,"Wet, 2005"
"SMC02884","median",1,"Peak_Tim_10",NA,NA,21,NA
"SMC02884","max",1,"Peak_Tim_10",121,100,21,"Wet, 2005"
"SMC02884","mean",1,"Peak_Tim_10",NA,NA,21,NA
"SMC02884","min",5,"Peak_Tim_2",150,329,-179,"Moderate, 2006"
"SMC02884","median",5,"Peak_Tim_2",NA,NA,114,NA
"SMC02884","max",5,"Peak_Tim_2",124.5,0,124.5,"Wet, 2011"
"SMC02884","mean",5,"Peak_Tim_2",NA,NA,38.4,NA
"SMC02884","min",1,"Peak_Tim_5",118,100,18,"Wet, 2005"
"SMC02884","median",1,"Peak_Tim_5",NA,NA,18,NA
"SMC02884","max",1,"Peak_Tim_5",118,100,18,"Wet, 2005"
"SMC02884","mean",1,"Peak_Tim_5",NA,NA,18,NA
"SMC02884","min",2,"SP_Dur",9,74,-65,"Wet, 2008"
"SMC02884","median",2,"SP_Dur",NA,NA,-50.5,NA
"SMC02884","max",2,"SP_Dur",105,141,-36,"Wet, 2005"
"SMC02884","mean",2,"SP_Dur",NA,NA,-50.5,NA
"SMC02884","min",9,"SP_Mag",53.89195833,4.216958,49.68,"Moderate, 2010"
"SMC02884","median",9,"SP_Mag",NA,NA,250.53,NA
"SMC02884","max",9,"SP_Mag",352.6724583,2.137458,350.54,"Dry, 2012"
"SMC02884","mean",9,"SP_Mag",NA,NA,210.393333333333,NA
"SMC02884","min",1,"SP_ROC",0.0197188219029458,0.0197491328707709,0,"Wet, 2005"
"SMC02884","median",1,"SP_ROC",NA,NA,0,NA
"SMC02884","max",1,"SP_ROC",0.0197188219029458,0.0197491328707709,0,"Wet, 2005"
"SMC02884","mean",1,"SP_ROC",NA,NA,0,NA
"SMC02884","min",9,"SP_Tim",205,364,-159,"Dry, 2007"
"SMC02884","median",9,"SP_Tim",NA,NA,162,NA
"SMC02884","max",9,"SP_Tim",237,0,237,"Moderate, 2006"
"SMC02884","mean",9,"SP_Tim",NA,NA,91.3333333333333,NA
"SMC02884","min",2,"Wet_BFL_Dur",86,246,-160,"Wet, 2008"
"SMC02884","median",2,"Wet_BFL_Dur",NA,NA,-54.5,NA
"SMC02884","max",2,"Wet_BFL_Dur",110,59,51,"Wet, 2005"
"SMC02884","mean",2,"Wet_BFL_Dur",NA,NA,-54.5,NA
"SMC02884","min",2,"Wet_BFL_Mag_10",3.9574375,4.6851875,-0.73,"Wet, 2008"
"SMC02884","median",2,"Wet_BFL_Mag_10",NA,NA,-0.365,NA
"SMC02884","max",2,"Wet_BFL_Mag_10",0,0,0,"Wet, 2005"
"SMC02884","mean",2,"Wet_BFL_Mag_10",NA,NA,-0.365,NA
"SMC02884","min",2,"Wet_BFL_Mag_50",4.031875,4.861,-0.83,"Wet, 2008"
"SMC02884","median",2,"Wet_BFL_Mag_50",NA,NA,1.95,NA
"SMC02884","max",2,"Wet_BFL_Mag_50",47.575125,42.84737,4.73,"Wet, 2005"
"SMC02884","mean",2,"Wet_BFL_Mag_50",NA,NA,1.95,NA
"SMC02884","min",6,"Wet_Tim",67,88,-21,"Wet, 2005"
"SMC02884","median",6,"Wet_Tim",NA,NA,20,NA
"SMC02884","max",6,"Wet_Tim",51,20,31,"Wet, 2011"
"SMC02884","mean",6,"Wet_Tim",NA,NA,13.5,NA
"SMC02884","min",5,"DS_Dur_WS",207,73,134,"Dry, 2012"
"SMC02884","median",5,"DS_Dur_WS",NA,NA,150,NA
"SMC02884","max",5,"DS_Dur_WS",251,26,225,"Wet, 2008"
"SMC02884","mean",5,"DS_Dur_WS",NA,NA,164,NA
"SMC02884","min",5,"DS_Mag_50",4.136,4.896042,-0.76,"Wet, 2008"
"SMC02884","median",5,"DS_Mag_50",NA,NA,-0.21,NA
"SMC02884","max",5,"DS_Mag_50",0.807791667,0.84735415,-0.04,"Dry, 2013"
