"site","summary.statistic","n_year","flow_metric","current_value","reference_value","deltaH","notes"
"SMC04750","median",23,"Wet_BFL_Mag_50",0.762,0.742,0.02,"Moderate, 1997"
"SMC04750","max",23,"Wet_BFL_Mag_50",112.7435417,50.979333335,61.76,"Wet, 1998"
"SMC04750","mean",23,"Wet_BFL_Mag_50",NA,NA,3.22173913043478,NA
"SMC04750","min",23,"Wet_Tim",34,72,-38,"Dry, 2002"
"SMC04750","median",23,"Wet_Tim",NA,NA,-16,NA
"SMC04750","max",23,"Wet_Tim",77,72,5,"Moderate, 2006"
"SMC04750","mean",23,"Wet_Tim",NA,NA,-13.9565217391304,NA
"SMC04750","min",12,"Peak_Dur_2",3,43,-40,"Moderate, 2000"
"SMC04750","median",12,"Peak_Dur_2",60,92,-32,"Moderate, 1997"
"SMC04750","max",12,"Peak_Dur_2",71,82,-11,"Wet, 1998"
"SMC04750","mean",12,"Peak_Dur_2",NA,NA,-24.8333333333333,NA
"SMC04750","min",5,"Peak_Dur_5",6,7,-1,"Wet, 2005"
"SMC04750","median",5,"Peak_Dur_5",14,15,-1,"Wet, 1998"
"SMC04750","max",5,"Peak_Dur_5",5,5,0,"Moderate, 1997"
"SMC04750","mean",5,"Peak_Dur_5",NA,NA,-0.4,NA
"SMC04750","min",12,"Peak_Fre_2",1,2,-1,"Moderate, 2000"
"SMC04750","median",12,"Peak_Fre_2",1,1,0,"Wet, 2003"
"SMC04750","max",12,"Peak_Fre_2",5,1,4,"Wet, 2005"
"SMC04750","mean",12,"Peak_Fre_2",NA,NA,0.916666666666667,NA
"SMC04750","min",5,"Peak_Fre_5",1,1,0,"Moderate, 1997"
"SMC04750","median",5,"Peak_Fre_5",2,2,0,"Wet, 1995"
"SMC04750","max",5,"Peak_Fre_5",3,2,1,"Wet, 2005"
"SMC04750","mean",5,"Peak_Fre_5",NA,NA,0.2,NA
"SMC04750","min",12,"Peak_Tim_2",118,123,-5,"Wet, 2001"
"SMC04750","median",12,"Peak_Tim_2",NA,NA,40.5,NA
"SMC04750","max",12,"Peak_Tim_2",176,98,78,"Wet, 1993"
"SMC04750","mean",12,"Peak_Tim_2",NA,NA,31.625,NA
"SMC04750","min",5,"Peak_Tim_5",109,109,0,"Wet, 1993"
"SMC04750","median",5,"Peak_Tim_5",128,128,0,"Wet, 1998"
"SMC04750","max",5,"Peak_Tim_5",141,120.5,20.5,"Wet, 2005"
"SMC04750","mean",5,"Peak_Tim_5",NA,NA,4.1,NA
"SMC04750","min",2,"Peak_Dur_10",4,4,0,"Moderate, 1997"
"SMC04750","median",2,"Peak_Dur_10",4,4,0,"Moderate, 1997"
"SMC04750","max",2,"Peak_Dur_10",12,12,0,"Wet, 1998"
"SMC04750","mean",2,"Peak_Dur_10",NA,NA,0,NA
"SMC04750","min",2,"Peak_Fre_10",1,1,0,"Moderate, 1997"
"SMC04750","median",2,"Peak_Fre_10",1,1,0,"Moderate, 1997"
"SMC04750","max",2,"Peak_Fre_10",5,5,0,"Wet, 1998"
"SMC04750","mean",2,"Peak_Fre_10",NA,NA,0,NA
"SMC04750","min",2,"Peak_Tim_10",128,128,0,"Wet, 1998"
"SMC04750","median",2,"Peak_Tim_10",128,128,0,"Wet, 1998"
"SMC04750","max",2,"Peak_Tim_10",218,218,0,"Moderate, 1997"
"SMC04750","mean",2,"Peak_Tim_10",NA,NA,0,NA
"SMC04750",NA,23,"Peak_10",594.0349583,582.07968666,11.96,NA
"SMC04750","min",1,"Peak_2",15.15658333,5,10.16,"NA, NA"
"SMC04750","median",1,"Peak_2",NA,NA,10.16,NA
"SMC04750","max",1,"Peak_2",15.15658333,5,10.16,"NA, NA"
"SMC04750","mean",1,"Peak_2",NA,NA,10.16,NA
"SMC04750",NA,23,"Peak_5",384.04762502,373.69469,10.35,NA
"SMC04756","min",8,"DS_Tim",159,360,-201,"Wet, 2008"
"SMC04756","median",8,"DS_Tim",NA,NA,-123,NA
"SMC04756","max",8,"DS_Tim",247,92,155,"Moderate, 2006"
"SMC04756","mean",8,"DS_Tim",NA,NA,-95.5,NA
"SMC04756","min",1,"Peak_Dur_10",4,219,-215,"Wet, 2005"
"SMC04756","median",1,"Peak_Dur_10",NA,NA,-215,NA
"SMC04756","max",1,"Peak_Dur_10",4,219,-215,"Wet, 2005"
"SMC04756","mean",1,"Peak_Dur_10",NA,NA,-215,NA
"SMC04756","min",8,"Peak_Dur_2",1,365,-364,"Dry, 2007"
"SMC04756","median",8,"Peak_Dur_2",1,365,-364,"Dry, 2007"
"SMC04756","max",8,"Peak_Dur_2",13,365,-352,"Wet, 2005"
"SMC04756","mean",8,"Peak_Dur_2",NA,NA,-360.875,NA
"SMC04756","min",1,"Peak_Dur_5",4,232,-228,"Wet, 2005"
"SMC04756","median",1,"Peak_Dur_5",NA,NA,-228,NA
"SMC04756","max",1,"Peak_Dur_5",4,232,-228,"Wet, 2005"
"SMC04756","mean",1,"Peak_Dur_5",NA,NA,-228,NA
"SMC04756","min",1,"Peak_Fre_10",3,1,2,"Wet, 2005"
"SMC04756","median",1,"Peak_Fre_10",NA,NA,2,NA
"SMC04756","max",1,"Peak_Fre_10",3,1,2,"Wet, 2005"
"SMC04756","mean",1,"Peak_Fre_10",NA,NA,2,NA
"SMC04756","min",8,"Peak_Fre_2",1,1,0,"Dry, 2007"
"SMC04756","median",8,"Peak_Fre_2",1,1,0,"Dry, 2012"
"SMC04756","max",8,"Peak_Fre_2",6,1,5,"Wet, 2005"
"SMC04756","mean",8,"Peak_Fre_2",NA,NA,1.875,NA
"SMC04756","min",1,"Peak_Fre_5",3,1,2,"Wet, 2005"
"SMC04756","median",1,"Peak_Fre_5",NA,NA,2,NA
"SMC04756","max",1,"Peak_Fre_5",3,1,2,"Wet, 2005"
"SMC04756","mean",1,"Peak_Fre_5",NA,NA,2,NA
"SMC04756","min",1,"Peak_Tim_10",100,101,-1,"Wet, 2005"
"SMC04756","median",1,"Peak_Tim_10",NA,NA,-1,NA
"SMC04756","max",1,"Peak_Tim_10",100,101,-1,"Wet, 2005"
"SMC04756","mean",1,"Peak_Tim_10",NA,NA,-1,NA
"SMC04756","min",8,"Peak_Tim_2",82,0,82,"Wet, 2011"
"SMC04756","median",8,"Peak_Tim_2",NA,NA,124,NA
"SMC04756","max",8,"Peak_Tim_2",177,0,177,"Dry, 2012"
"SMC04756","mean",8,"Peak_Tim_2",NA,NA,127.8125,NA
"SMC04756","min",1,"Peak_Tim_5",100,101,-1,"Wet, 2005"
"SMC04756","median",1,"Peak_Tim_5",NA,NA,-1,NA
"SMC04756","max",1,"Peak_Tim_5",100,101,-1,"Wet, 2005"
"SMC04756","mean",1,"Peak_Tim_5",NA,NA,-1,NA
"SMC04756","min",2,"SP_Dur",63,154,-91,"Wet, 2005"
"SMC04756","median",2,"SP_Dur",NA,NA,-75,NA
"SMC04756","max",2,"SP_Dur",9,68,-59,"Wet, 2008"
"SMC04756","mean",2,"SP_Dur",NA,NA,-75,NA
"SMC04756","min",9,"SP_Mag",122.820125,159.6609,-36.84,"Wet, 2005"
"SMC04756","median",9,"SP_Mag",NA,NA,89.9,NA
"SMC04756","max",9,"SP_Mag",525.3082917,3.551333,521.76,"Wet, 2011"
"SMC04756","mean",9,"SP_Mag",NA,NA,145.378888888889,NA
"SMC04756","min",1,"SP_ROC",0.0196860003012706,0.0197382525965922,0,"Wet, 2005"
"SMC04756","median",1,"SP_ROC",NA,NA,0,NA
"SMC04756","max",1,"SP_ROC",0.0196860003012706,0.0197382525965922,0,"Wet, 2005"
"SMC04756","mean",1,"SP_ROC",NA,NA,0,NA
"SMC04756","min",9,"SP_Tim",205,364,-159,"Dry, 2007"
"SMC04756","median",9,"SP_Tim",NA,NA,162,NA
"SMC04756","max",9,"SP_Tim",237,0,237,"Moderate, 2006"
"SMC04756","mean",9,"SP_Tim",NA,NA,95.8888888888889,NA
"SMC04756","min",2,"Wet_BFL_Dur",87,252,-165,"Wet, 2008"
"SMC04756","median",2,"Wet_BFL_Dur",NA,NA,-45,NA
"SMC04756","max",2,"Wet_BFL_Dur",138,63,75,"Wet, 2005"
"SMC04756","mean",2,"Wet_BFL_Dur",NA,NA,-45,NA
"SMC04756","min",2,"Wet_BFL_Mag_10",4.79005,5.240525,-0.45,"Wet, 2008"
"SMC04756","median",2,"Wet_BFL_Mag_10",NA,NA,0.89,NA
"SMC04756","max",2,"Wet_BFL_Mag_10",2.2320958332,0,2.23,"Wet, 2005"
"SMC04756","mean",2,"Wet_BFL_Mag_10",NA,NA,0.89,NA
"SMC04756","min",2,"Wet_BFL_Mag_50",4.895875,5.447979,-0.55,"Wet, 2008"
"SMC04756","median",2,"Wet_BFL_Mag_50",NA,NA,13.495,NA
"SMC04756","max",2,"Wet_BFL_Mag_50",58.21795833,30.67575,27.54,"Wet, 2005"
"SMC04756","mean",2,"Wet_BFL_Mag_50",NA,NA,13.495,NA
"SMC04756","min",6,"Wet_Tim",75,89,-14,"Wet, 2005"
"SMC04756","median",6,"Wet_Tim",NA,NA,21,NA
"SMC04756","max",6,"Wet_Tim",54,20,34,"Moderate, 2010"
"SMC04756","mean",6,"Wet_Tim",NA,NA,16.3333333333333,NA
"SMC04756","min",5,"DS_Dur_WS",190,73,117,"Dry, 2012"
"SMC04756","median",5,"DS_Dur_WS",NA,NA,171,NA
"SMC04756","max",5,"DS_Dur_WS",249,26,223,"Wet, 2008"
"SMC04756","mean",5,"DS_Dur_WS",NA,NA,172.4,NA
"SMC04756","min",5,"DS_Mag_50",5.023,5.4964585,-0.47,"Wet, 2008"
"SMC04756","median",5,"DS_Mag_50",NA,NA,-0.16,NA
"SMC04756","max",5,"DS_Mag_50",0.987125,0.9592083,0.03,"Dry, 2013"
"SMC04756","mean",5,"DS_Mag_50",NA,NA,-0.176,NA
"SMC04756","min",5,"DS_Mag_90",5.04,5.504375,-0.46,"Wet, 2008"
"SMC04756","median",5,"DS_Mag_90",NA,NA,-0.05,NA
"SMC04756","max",5,"DS_Mag_90",1.6664583333,1.624325,0.04,"Dry, 2012"
"SMC04756","mean",5,"DS_Mag_90",NA,NA,-0.128,NA
"SMC04756",NA,23,"Peak_10",466.86665002,5.4074748,461.46,NA
"SMC04756","min",1,"Peak_2",226.5275833,0,226.53,"NA, NA"
"SMC04756","median",1,"Peak_2",NA,NA,226.53,NA
"SMC04756","max",1,"Peak_2",226.5275833,0,226.53,"NA, NA"
"SMC04756","mean",1,"Peak_2",NA,NA,226.53,NA
"SMC04756",NA,23,"Peak_5",451.0453583,4.2688832,446.78,NA
"SMC04806","min",6,"DS_Tim",233,255,-22,"Wet, 2005"
"SMC04806","median",6,"DS_Tim",NA,NA,43.5,NA
"SMC04806","max",6,"DS_Tim",331,177,154,"Dry, 2013"
"SMC04806","mean",6,"DS_Tim",NA,NA,50.5,NA
"SMC04806","min",8,"Peak_Dur_2",1,365,-364,"Moderate, 2004"
"SMC04806","median",8,"Peak_Dur_2",NA,NA,-362.5,NA
"SMC04806","max",8,"Peak_Dur_2",28,365,-337,"Wet, 2005"
"SMC04806","mean",8,"Peak_Dur_2",NA,NA,-358.5,NA
"SMC04806","min",8,"Peak_Fre_2",1,1,0,"Moderate, 2004"
"SMC04806","median",8,"Peak_Fre_2",NA,NA,1.5,NA
"SMC04806","max",8,"Peak_Fre_2",14,1,13,"Wet, 2005"
"SMC04806","mean",8,"Peak_Fre_2",NA,NA,3.25,NA
"SMC04806","min",8,"Peak_Tim_2",77,0,77,"Moderate, 2009"
"SMC04806","median",8,"Peak_Tim_2",NA,NA,143.5,NA
"SMC04806","max",8,"Peak_Tim_2",241.5,0,241.5,"Dry, 2006"
"SMC04806","mean",8,"Peak_Tim_2",NA,NA,145.1875,NA
"SMC04806","min",5,"SP_Dur",11,104,-93,"Wet, 2010"
"SMC04806","median",5,"SP_Dur",NA,NA,-22,NA
"SMC04806","max",5,"SP_Dur",110,91,19,"Dry, 2013"
"SMC04806","mean",5,"SP_Dur",NA,NA,-24.4,NA
"SMC04806","min",6,"SP_Mag",29.92216667,21.7345,8.19,"Wet, 2010"
"SMC04806","median",6,"SP_Mag",NA,NA,35.855,NA
"SMC04806","max",6,"SP_Mag",7206.495458,6367.492,839,"Wet, 2005"
"SMC04806","mean",6,"SP_Mag",NA,NA,170.968333333333,NA
"SMC04806","min",5,"SP_ROC",0.0323430317815835,0.0323420325882325,0,"Wet, 2005"
"SMC04806","median",5,"SP_ROC",0.0323784729166666,0.0323424460089493,0,"Wet, 2010"
"SMC04806","max",5,"SP_ROC",0.0666666666666666,0.0323374982172559,0.03,"Moderate, 2001"
"SMC04806","mean",5,"SP_ROC",NA,NA,0.012,NA
"SMC04806","min",6,"SP_Tim",193,193,0,"Wet, 2005"
"SMC04806","median",6,"SP_Tim",NA,NA,75,NA
"SMC04806","max",6,"SP_Tim",142,0,142,"Moderate, 2009"
"SMC04806","mean",6,"SP_Tim",NA,NA,79.6666666666667,NA
"SMC04806","min",5,"Wet_BFL_Dur",28,37,-9,"Wet, 2005"
"SMC04806","median",5,"Wet_BFL_Dur",NA,NA,123,NA
"SMC04806","max",5,"Wet_BFL_Dur",200,35,165,"Moderate, 2003"
"SMC04806","mean",5,"Wet_BFL_Dur",NA,NA,103.8,NA
"SMC04806","min",5,"Wet_BFL_Mag_10",12.117649999,20.24345,-8.13,"Wet, 2005"
"SMC04806","median",5,"Wet_BFL_Mag_10",0,0.82514585,-0.83,"Wet, 2010"
"SMC04806","max",5,"Wet_BFL_Mag_10",0,0,0,"Dry, 2013"
"SMC04806","mean",5,"Wet_BFL_Mag_10",NA,NA,-1.792,NA
"SMC04806","min",5,"Wet_BFL_Mag_50",19.53952083,32.49625,-12.96,"Wet, 2005"
"SMC04806","median",5,"Wet_BFL_Mag_50",NA,NA,0.23,NA
"SMC04806","max",5,"Wet_BFL_Mag_50",0.813208333,0,0.81,"Moderate, 2001"
"SMC04806","mean",5,"Wet_BFL_Mag_50",NA,NA,-2.674,NA
"SMC04806","min",5,"Wet_Tim",18,121,-103,"Moderate, 2003"
"SMC04806","median",5,"Wet_Tim",NA,NA,-35,NA
"SMC04806","max",5,"Wet_Tim",165,156,9,"Wet, 2005"
"SMC04806","mean",5,"Wet_Tim",NA,NA,-36.6,NA
"SMC04806","min",3,"Peak_Dur_5",11,230,-219,"Wet, 2005"
"SMC04806","median",3,"Peak_Dur_5",NA,NA,-33,NA
"SMC04806","max",3,"Peak_Dur_5",1,14,-13,"Moderate, 2003"
"SMC04806","mean",3,"Peak_Dur_5",NA,NA,-88.3333333333333,NA
"SMC04806","min",3,"Peak_Fre_5",1,2,-1,"Moderate, 2003"
"SMC04806","median",3,"Peak_Fre_5",NA,NA,0,NA
"SMC04806","max",3,"Peak_Fre_5",6,2,4,"Wet, 2005"
"SMC04806","mean",3,"Peak_Fre_5",NA,NA,1,NA
"SMC04806","min",3,"Peak_Tim_5",67,111,-44,"Wet, 2010"
"SMC04806","median",3,"Peak_Tim_5",NA,NA,-10.5,NA
"SMC04806","max",3,"Peak_Tim_5",164.5,60,104.5,"Wet, 2005"
"SMC04806","mean",3,"Peak_Tim_5",NA,NA,16.6666666666667,NA
"SMC04806","min",2,"FA_Dur",3,14,-11,"Wet, 2010"
"SMC04806","median",2,"FA_Dur",NA,NA,-2,NA
"SMC04806","max",2,"FA_Dur",9,2,7,"Wet, 2005"
"SMC04806","mean",2,"FA_Dur",NA,NA,-2,NA
"SMC04806","min",2,"FA_Mag",2.20036011443504,2.58706382846209,-0.39,"Wet, 2010"
"SMC04806","median",2,"FA_Mag",NA,NA,57.255,NA
"SMC04806","max",2,"FA_Mag",137.203557796529,22.3069034058058,114.9,"Wet, 2005"
"SMC04806","mean",2,"FA_Mag",NA,NA,57.255,NA
"SMC04806","min",2,"FA_Tim",29,74,-45,"Wet, 2010"
"SMC04806","median",2,"FA_Tim",NA,NA,-27,NA
"SMC04806","max",2,"FA_Tim",18,27,-9,"Wet, 2005"
"SMC04806","mean",2,"FA_Tim",NA,NA,-27,NA
"SMC04806","min",1,"Peak_Dur_10",9,38,-29,"Wet, 2005"
"SMC04806","median",1,"Peak_Dur_10",NA,NA,-29,NA
"SMC04806","max",1,"Peak_Dur_10",9,38,-29,"Wet, 2005"
"SMC04806","mean",1,"Peak_Dur_10",NA,NA,-29,NA
"SMC04806","min",1,"Peak_Fre_10",4,2,2,"Wet, 2005"
"SMC04806","median",1,"Peak_Fre_10",NA,NA,2,NA
"SMC04806","max",1,"Peak_Fre_10",4,2,2,"Wet, 2005"
"SMC04806","mean",1,"Peak_Fre_10",NA,NA,2,NA
"SMC04806","min",1,"Peak_Tim_10",166,187.5,-21.5,"Wet, 2005"
"SMC04806","median",1,"Peak_Tim_10",NA,NA,-21.5,NA
"SMC04806","max",1,"Peak_Tim_10",166,187.5,-21.5,"Wet, 2005"
"SMC04806","mean",1,"Peak_Tim_10",NA,NA,-21.5,NA
"SMC04806","min",2,"DS_Dur_WS",84,246,-162,"Dry, 2013"
"SMC04806","median",2,"DS_Dur_WS",NA,NA,-143,NA
"SMC04806","max",2,"DS_Dur_WS",159,283,-124,"Moderate, 2009"
"SMC04806","mean",2,"DS_Dur_WS",NA,NA,-143,NA
"SMC04806","min",2,"DS_Mag_50",0.003,0.014,-0.01,"Moderate, 2009"
"SMC04806","median",2,"DS_Mag_50",NA,NA,-0.005,NA
"SMC04806","max",2,"DS_Mag_50",0,0.002,0,"Dry, 2013"
"SMC04806","mean",2,"DS_Mag_50",NA,NA,-0.005,NA
"SMC04806","min",2,"DS_Mag_90",0.0261916666,0.56805,-0.54,"Moderate, 2009"
"SMC04806","median",2,"DS_Mag_90",NA,NA,-0.3,NA
"SMC04806","max",2,"DS_Mag_90",0,0.057916665,-0.06,"Dry, 2013"
"SMC04806","mean",2,"DS_Mag_90",NA,NA,-0.3,NA
"SMC04806",NA,23,"Peak_10",252.682875,70.859066,181.82,NA
"SMC04806","min",1,"Peak_2",100.7422083,0,100.74,"NA, NA"
"SMC04806","median",1,"Peak_2",NA,NA,100.74,NA
"SMC04806","max",1,"Peak_2",100.7422083,0,100.74,"NA, NA"
"SMC04806","mean",1,"Peak_2",NA,NA,100.74,NA
"SMC04806",NA,23,"Peak_5",203.13966668,8.05140000000001,195.09,NA
"SMC04880","min",23,"DS_Dur_WS",127,135,-8,"Wet, 2003"
"SMC04880","median",23,"DS_Dur_WS",116,121,-5,"Dry, 2002"
"SMC04880","max",23,"DS_Dur_WS",109,67,42,"Wet, 2011"
"SMC04880","mean",23,"DS_Dur_WS",NA,NA,4,NA
"SMC04880","min",23,"DS_Mag_50",4.042875,4.049958,-0.01,"Wet, 2003"
"SMC04880","median",23,"DS_Mag_50",3.191,3.191,0,"Wet, 1998"
"SMC04880","max",23,"DS_Mag_50",3.4,3.2,0.2,"Moderate, 1991"
"SMC04880","mean",23,"DS_Mag_50",NA,NA,0.0178260869565217,NA
"SMC04880","min",23,"DS_Mag_90",4.6,5.3,-0.7,"Moderate, 1991"
"SMC04880","median",23,"DS_Mag_90",3.2,3.2,0,"Moderate, 1996"
"SMC04880","max",23,"DS_Mag_90",2.92295,2.7481747,0.17,"Moderate, 2006"
"SMC04880","mean",23,"DS_Mag_90",NA,NA,-0.00652173913043478,NA
"SMC04880","min",23,"DS_Tim",276,317,-41,"Wet, 2011"
"SMC04880","median",23,"DS_Tim",262,272,-10,"Moderate, 1991"
"SMC04880","max",23,"DS_Tim",269,261,8,"Wet, 2003"
"SMC04880","mean",23,"DS_Tim",NA,NA,-4.08695652173913,NA
"SMC04880","min",13,"Peak_Dur_2",13,15,-2,"Moderate, 2006"
"SMC04880","median",13,"Peak_Dur_2",31,31,0,"Moderate, 1996"
"SMC04880","max",13,"Peak_Dur_2",43,41,2,"Wet, 1993"
"SMC04880","mean",13,"Peak_Dur_2",NA,NA,0.461538461538462,NA
"SMC04880","min",13,"Peak_Fre_2",1,1,0,"Moderate, 1991"
"SMC04880","median",13,"Peak_Fre_2",1,1,0,"Moderate, 1997"
"SMC04880","max",13,"Peak_Fre_2",4,2,2,"Wet, 1993"
"SMC04880","mean",13,"Peak_Fre_2",NA,NA,0.384615384615385,NA
"SMC04880","min",13,"Peak_Tim_2",133,151,-18,"Wet, 1995"
"SMC04880","median",13,"Peak_Tim_2",140.5,145.5,-5,"Wet, 1993"
"SMC04880","max",13,"Peak_Tim_2",240,240,0,"Wet, 2010"
"SMC04880","mean",13,"Peak_Tim_2",NA,NA,-3.80769230769231,NA
"SMC04880","min",23,"SP_Dur",60,102,-42,"Moderate, 1991"
"SMC04880","median",23,"SP_Dur",106,147,-41,"Wet, 2011"
"SMC04880","max",23,"SP_Dur",88,80,8,"Wet, 2003"
"SMC04880","mean",23,"SP_Dur",NA,NA,-5.78260869565217,NA
"SMC04880","min",23,"SP_Mag",5.5,6.6,-1.1,"Moderate, 1991"
"SMC04880","median",23,"SP_Mag",6.267375,6.267375,0,"Wet, 2000"
"SMC04880","max",23,"SP_Mag",724.6714167,722.6077917,2.06,"Wet, 1995"
"SMC04880","mean",23,"SP_Mag",NA,NA,0.140434782608696,NA
"SMC04880","min",23,"SP_ROC",0.00803779265200786,0.0170441241493558,-0.01,"Wet, 1995"
"SMC04880","median",23,"SP_ROC",0.000463090117796216,0.000465891116914389,0,"Wet, 2005"
"SMC04880","max",23,"SP_ROC",0.213419913419913,0.190476190476191,0.02,"Moderate, 1991"
"SMC04880","mean",23,"SP_ROC",NA,NA,0,NA
"SMC04880","min",23,"SP_Tim",146,146,0,"Wet, 1993"
"SMC04880","median",23,"SP_Tim",170,170,0,"Wet, 2011"
"SMC04880","max",23,"SP_Tim",202,170,32,"Moderate, 1991"
"SMC04880","mean",23,"SP_Tim",NA,NA,1.69565217391304,NA
"SMC04880","min",23,"Wet_BFL_Dur",152,153,-1,"Dry, 2012"
"SMC04880","median",23,"Wet_BFL_Dur",65,65,0,"Wet, 1998"
"SMC04880","max",23,"Wet_BFL_Dur",174,142,32,"Moderate, 1991"
"SMC04880","mean",23,"Wet_BFL_Dur",NA,NA,1.78260869565217,NA
"SMC04880","min",23,"Wet_BFL_Mag_10",5.69,6.6,-0.91,"Wet, 1992"
"SMC04880","median",23,"Wet_BFL_Mag_10",3.4760791667,3.4760791667,0,"Moderate, 1999"
"SMC04880","max",23,"Wet_BFL_Mag_10",2.952295833,2.9424206,0.01,"Wet, 2010"
"SMC04880","mean",23,"Wet_BFL_Mag_10",NA,NA,-0.0391304347826087,NA
"SMC04880","min",23,"Wet_BFL_Mag_50",5.5484375,5.553458,-0.01,"Wet, 2005"
"SMC04880","median",23,"Wet_BFL_Mag_50",4.6,4.6,0,"Moderate, 1991"
"SMC04880","max",23,"Wet_BFL_Mag_50",75.061,74.56621,0.49,"Wet, 2010"
"SMC04880","mean",23,"Wet_BFL_Mag_50",NA,NA,0.0208695652173913,NA
"SMC04880","min",23,"Wet_Tim",36,39,-3,"Wet, 2005"
"SMC04880","median",23,"Wet_Tim",28,28,0,"Dry, 1994"
"SMC04880","max",23,"Wet_Tim",21,20,1,"Wet, 2003"
"SMC04880","mean",23,"Wet_Tim",NA,NA,-0.0869565217391304,NA
"SMC04880","min",5,"Peak_Dur_5",1,1,0,"Wet, 1992"
"SMC04880","median",5,"Peak_Dur_5",2,2,0,"Wet, 1995"
"SMC04880","max",5,"Peak_Dur_5",16,16,0,"Wet, 2010"
"SMC04880","mean",5,"Peak_Dur_5",NA,NA,0,NA
"SMC04880","min",5,"Peak_Fre_5",1,1,0,"Wet, 1992"
"SMC04880","median",5,"Peak_Fre_5",1,1,0,"Wet, 1993"
"SMC04880","max",5,"Peak_Fre_5",3,3,0,"Wet, 2010"
"SMC04880","mean",5,"Peak_Fre_5",NA,NA,0,NA
"SMC04880","min",5,"Peak_Tim_5",141,141,0,"Wet, 1993"
"SMC04880","median",5,"Peak_Tim_5",161,161,0,"Wet, 1995"
"SMC04880","max",5,"Peak_Tim_5",254,254,0,"Wet, 2010"
"SMC04880","mean",5,"Peak_Tim_5",NA,NA,0,NA
"SMC04880","min",3,"Peak_Dur_10",1,1,0,"Wet, 1995"
"SMC04880","median",3,"Peak_Dur_10",2,2,0,"Wet, 1993"
"SMC04880","max",3,"Peak_Dur_10",3,3,0,"Wet, 2010"
"SMC04880","mean",3,"Peak_Dur_10",NA,NA,0,NA
"SMC04880","min",3,"Peak_Fre_10",1,1,0,"Wet, 1993"
"SMC04880","median",3,"Peak_Fre_10",1,1,0,"Wet, 1995"
"SMC04880","max",3,"Peak_Fre_10",1,1,0,"Wet, 2010"
"SMC04880","mean",3,"Peak_Fre_10",NA,NA,0,NA
"SMC04880","min",3,"Peak_Tim_10",141,141,0,"Wet, 1993"
"SMC04880","median",3,"Peak_Tim_10",161,161,0,"Wet, 1995"
"SMC04880","max",3,"Peak_Tim_10",243,243,0,"Wet, 2010"
"SMC04880","mean",3,"Peak_Tim_10",NA,NA,0,NA
"SMC04880",NA,23,"Peak_10",455.9563667,455.20971666,0.75,NA
"SMC04880","min",1,"Peak_2",6.6,6.6,0,"NA, NA"
"SMC04880","median",1,"Peak_2",NA,NA,0,NA
"SMC04880","max",1,"Peak_2",6.6,6.6,0,"NA, NA"
"SMC04880","mean",1,"Peak_2",NA,NA,0,NA
"SMC04880",NA,23,"Peak_5",202.00857502,201.22979998,0.78,NA
"SMC05146","min",8,"DS_Tim",261,261,0,"Moderate, 2008"
"SMC05146","median",8,"DS_Tim",301,301,0,"Moderate, 2006"
"SMC05146","max",8,"DS_Tim",256,254,2,"Wet, 2005"
"SMC05146","mean",8,"DS_Tim",NA,NA,0.25,NA
"SMC05146","min",2,"Peak_Dur_10",62,63,-1,"Wet, 2005"
"SMC05146","median",2,"Peak_Dur_10",NA,NA,-0.5,NA
"SMC05146","max",2,"Peak_Dur_10",1,1,0,"Wet, 2010"
"SMC05146","mean",2,"Peak_Dur_10",NA,NA,-0.5,NA
"SMC05146","min",6,"Peak_Dur_2",48,109,-61,"Dry, 2012"
"SMC05146","median",6,"Peak_Dur_2",NA,NA,-30,NA
"SMC05146","max",6,"Peak_Dur_2",241,240,1,"Moderate, 2008"
"SMC05146","mean",6,"Peak_Dur_2",NA,NA,-30,NA
"SMC05146","min",3,"Peak_Dur_5",73,74,-1,"Wet, 2005"
"SMC05146","median",3,"Peak_Dur_5",73,74,-1,"Wet, 2005"
"SMC05146","max",3,"Peak_Dur_5",6,6,0,"Wet, 2010"
"SMC05146","mean",3,"Peak_Dur_5",NA,NA,-0.333333333333333,NA
"SMC05146","min",2,"Peak_Fre_10",1,1,0,"Wet, 2010"
"SMC05146","median",2,"Peak_Fre_10",1,1,0,"Wet, 2010"
"SMC05146","max",2,"Peak_Fre_10",2,2,0,"Wet, 2005"
"SMC05146","mean",2,"Peak_Fre_10",NA,NA,0,NA
"SMC05146","min",6,"Peak_Fre_2",1,1,0,"Wet, 2005"
"SMC05146","median",6,"Peak_Fre_2",1,1,0,"Moderate, 2006"
"SMC05146","max",6,"Peak_Fre_2",3,2,1,"Wet, 2011"
"SMC05146","mean",6,"Peak_Fre_2",NA,NA,0.333333333333333,NA
"SMC05146","min",3,"Peak_Fre_5",1,1,0,"Wet, 2011"
"SMC05146","median",3,"Peak_Fre_5",2,2,0,"Wet, 2005"
"SMC05146","max",3,"Peak_Fre_5",2,2,0,"Wet, 2010"
"SMC05146","mean",3,"Peak_Fre_5",NA,NA,0,NA
"SMC05146","min",2,"Peak_Tim_10",116.5,116.5,0,"Wet, 2005"
"SMC05146","median",2,"Peak_Tim_10",116.5,116.5,0,"Wet, 2005"
"SMC05146","max",2,"Peak_Tim_10",158,158,0,"Wet, 2010"
"SMC05146","mean",2,"Peak_Tim_10",NA,NA,0,NA
"SMC05146","min",6,"Peak_Tim_2",122,125,-3,"Moderate, 2008"
